"cross_space","cross_run","p_obs","core_core","core_trans","trans_core","trans_trans","land_het","hp"
"mean","2.5%",0.1,0.1240478515625,11.23642578125,0,12.6628662109375,0.000977517106549364,"0.5"
"mean","2.5%",0.2,3.212255859375,4.1147705078125,0.0492431640625,14.0905517578125,0.000977517106549364,"0.5"
"mean","2.5%",0.3,6.6177978515625,1.8108642578125,0.3675537109375,13.2817138671875,0.000977517106549364,"0.5"
"mean","2.5%",0.4,9.5942138671875,0.932373046875,0.7986572265625,10.5391845703125,0.000977517106549364,"0.5"
"mean","2.5%",0.5,11.5791259765625,0.583447265625,1.2784912109375,8.2849853515625,0.000977517106549364,"0.5"
"mean","2.5%",0.6,13.0375,0.3918701171875,1.765478515625,6.5116455078125,0.000977517106549364,"0.5"
"mean","2.5%",0.7,14.276611328125,0.258251953125,2.2353515625,5.1467529296875,0.000977517106549364,"0.5"
"mean","2.5%",0.8,15.2834228515625,0.18388671875,2.769677734375,4.0558837890625,0.000977517106549364,"0.5"
"mean","2.5%",0.9,15.9816162109375,0.1224853515625,3.2191650390625,3.235546875,0.000977517106549364,"0.5"
"mean","2.5%",1,16.45205078125,0.0912353515625,3.6739501953125,2.6171630859375,0.000977517106549364,"0.5"
"mean","50%",0.1,0.513671875,12.65625,0.0029296875,15.9013671875,0.000977517106549364,"0.5"
"mean","50%",0.2,4.23779296875,5.7666015625,0.1640625,15.990234375,0.000977517106549364,"0.5"
"mean","50%",0.3,8.439453125,2.91748046875,0.62451171875,14.341796875,0.000977517106549364,"0.5"
"mean","50%",0.4,11.48095703125,1.724609375,1.31884765625,12.8642578125,0.000977517106549364,"0.5"
"mean","50%",0.5,13.66748046875,1.15966796875,2.15185546875,11.623046875,0.000977517106549364,"0.5"
"mean","50%",0.6,15.26171875,0.865234375,2.9921875,10.3046875,0.000977517106549364,"0.5"
"mean","50%",0.7,16.35693359375,0.6611328125,3.82177734375,9.15673828125,0.000977517106549364,"0.5"
"mean","50%",0.8,17.10791015625,0.525390625,4.66064453125,8.17333984375,0.000977517106549364,"0.5"
"mean","50%",0.9,17.626953125,0.43408203125,5.400390625,7.38818359375,0.000977517106549364,"0.5"
"mean","50%",1,18.02587890625,0.37841796875,6.09033203125,6.72314453125,0.000977517106549364,"0.5"
"mean","97.5%",0.1,0.9890869140625,14.13916015625,0.05087890625,18.1258544921875,0.000977517106549364,"0.5"
"mean","97.5%",0.2,5.548095703125,7.7505859375,0.359228515625,16.97333984375,0.000977517106549364,"0.5"
"mean","97.5%",0.3,9.989306640625,4.70361328125,0.9331787109375,15.0335693359375,0.000977517106549364,"0.5"
"mean","97.5%",0.4,13.3240234375,3.138818359375,1.7555908203125,13.94091796875,0.000977517106549364,"0.5"
"mean","97.5%",0.5,15.437353515625,2.3931396484375,2.8251220703125,13.22998046875,0.000977517106549364,"0.5"
"mean","97.5%",0.6,16.7468994140625,1.854443359375,4.071044921875,12.684521484375,0.000977517106549364,"0.5"
"mean","97.5%",0.7,17.605712890625,1.5149169921875,5.4428955078125,12.156298828125,0.000977517106549364,"0.5"
"mean","97.5%",0.8,18.19755859375,1.3052978515625,6.6124267578125,11.6283935546875,0.000977517106549364,"0.5"
"mean","97.5%",0.9,18.649462890625,1.1276123046875,7.780517578125,11.17333984375,0.000977517106549364,"0.5"
"mean","97.5%",1,18.910498046875,1.0265625,8.8701171875,10.7403564453125,0.000977517106549364,"0.5"
"var","2.5%",0.1,0.127204210387647,5.16486742424242,0,2.68736265598271,0.000977517106549364,"0.5"
"var","2.5%",0.2,3.35169843597263,8.58098502508706,0.0675176029447703,6.44229460685484,0.000977517106549364,"0.5"
"var","2.5%",0.3,6.80275155791789,6.50963859073344,0.935376835708394,14.7720506476051,0.000977517106549364,"0.5"
"var","2.5%",0.4,9.31613886470552,4.10610492366966,3.49853830645161,20.2172764693304,0.000977517106549364,"0.5"
"var","2.5%",0.5,9.70746731427175,2.20680064092284,6.99176616053427,21.5513594313218,0.000977517106549364,"0.5"
"var","2.5%",0.6,8.92946390728098,1.34898964442815,10.5188032909106,20.4333902278837,0.000977517106549364,"0.5"
"var","2.5%",0.7,7.95232160312806,0.866244802167339,14.3192975623167,17.4886119018435,0.000977517106549364,"0.5"
"var","2.5%",0.8,6.91184521150263,0.570473637585533,17.1931108193197,14.4922142289834,0.000977517106549364,"0.5"
"var","2.5%",0.9,6.0066908373045,0.398583459341398,19.7150587273949,11.9589208936645,0.000977517106549364,"0.5"
"var","2.5%",1,5.00846146539742,0.303279097362231,21.5354761625199,9.59846184246701,0.000977517106549364,"0.5"
"var","50%",0.1,0.408305745204057,8.25092787756598,0.00292395986070381,11.7905855747495,0.000977517106549364,"0.5"
"var","50%",0.2,5.64442624327957,15.6930090343964,0.305387703903959,12.3872299418072,0.000977517106549364,"0.5"
"var","50%",0.3,11.9796859726295,13.6665000878238,2.05212438141496,22.6641937584005,0.000977517106549364,"0.5"
"var","50%",0.4,16.8401678389235,10.531588885325,5.71469435407503,31.7980868730144,0.000977517106549364,"0.5"
"var","50%",0.5,18.6899070404142,8.08134297867791,11.0175165528776,38.1313443151271,0.000977517106549364,"0.5"
"var","50%",0.6,18.2132758087427,6.29222177037512,16.6732205179313,41.34627302511,0.000977517106549364,"0.5"
"var","50%",0.7,16.934603246426,4.59859749205767,22.6609695747801,42.5223893420088,0.000977517106549364,"0.5"
"var","50%",0.8,15.8577206668499,3.64894678259409,27.7883809109238,43.1692951758003,0.000977517106549364,"0.5"
"var","50%",0.9,14.4794520940249,3.14905942616691,32.375724546371,41.9293414551259,0.000977517106549364,"0.5"
"var","50%",1,12.7572464183162,2.69635636226173,36.3191531303458,40.4573610665628,0.000977517106549364,"0.5"
"var","97.5%",0.1,0.814712801846591,12.6040692967986,0.049262280058651,28.0205300786978,0.000977517106549364,"0.5"
"var","97.5%",0.2,8.2758645632866,25.7059410893206,0.61688820698161,19.0957508314623,0.000977517106549364,"0.5"
"var","97.5%",0.3,20.5279706639861,26.0161618707234,3.70580553519061,30.0131080843719,0.000977517106549364,"0.5"
"var","97.5%",0.4,27.880275036466,23.3774758914116,9.41765890857923,44.1756861950528,0.000977517106549364,"0.5"
"var","97.5%",0.5,31.663046297463,21.2750043911901,15.9616497080813,50.8533502871456,0.000977517106549364,"0.5"
"var","97.5%",0.6,32.8865290696786,18.5560292949658,23.951997728991,55.1582687064699,0.000977517106549364,"0.5"
"var","97.5%",0.7,31.6405648597874,16.8924880817372,31.1410991292079,57.3080444932567,0.000977517106549364,"0.5"
"var","97.5%",0.8,29.7264032716276,15.1851791605572,37.854351979663,58.6460720804313,0.000977517106549364,"0.5"
"var","97.5%",0.9,29.1340370931467,12.691739598607,43.7979729168576,58.1346930749022,0.000977517106549364,"0.5"
"var","97.5%",1,27.8796775720919,11.2757692219575,48.1535395140289,56.6630219788612,0.000977517106549364,"0.5"
"mean","2.5%",0.1,0.202685546875,10.80791015625,0,12.1595458984375,0.000977517106549364,"0.6"
"mean","2.5%",0.2,3.48837890625,3.581005859375,0.0619873046875,13.4664306640625,0.000977517106549364,"0.6"
"mean","2.5%",0.3,6.8262939453125,1.3821044921875,0.33466796875,13.0193359375,0.000977517106549364,"0.6"
"mean","2.5%",0.4,9.4821533203125,0.748828125,0.779296875,11.41787109375,0.000977517106549364,"0.6"
"mean","2.5%",0.5,11.5892333984375,0.47568359375,1.2318115234375,9.7540283203125,0.000977517106549364,"0.6"
"mean","2.5%",0.6,13.3279296875,0.29794921875,1.6345703125,8.300830078125,0.000977517106549364,"0.6"
"mean","2.5%",0.7,14.4655029296875,0.204638671875,2.0455810546875,7.1205810546875,0.000977517106549364,"0.6"
"mean","2.5%",0.8,15.2621826171875,0.1566162109375,2.4391845703125,6.058349609375,0.000977517106549364,"0.6"
"mean","2.5%",0.9,15.90048828125,0.119091796875,2.8439697265625,5.2633544921875,0.000977517106549364,"0.6"
"mean","2.5%",1,16.4033203125,0.090771484375,3.2564208984375,4.5810546875,0.000977517106549364,"0.6"
"mean","50%",0.1,0.5361328125,12.2490234375,0.0029296875,14.62841796875,0.000977517106549364,"0.6"
"mean","50%",0.2,4.6328125,5.63671875,0.1865234375,15.0673828125,0.000977517106549364,"0.6"
"mean","50%",0.3,8.60205078125,2.9423828125,0.7041015625,13.853515625,0.000977517106549364,"0.6"
"mean","50%",0.4,11.66162109375,1.85009765625,1.39501953125,12.888671875,0.000977517106549364,"0.6"
"mean","50%",0.5,13.73828125,1.328125,2.10546875,11.77392578125,0.000977517106549364,"0.6"
"mean","50%",0.6,15.29052734375,1.03515625,2.85009765625,10.857421875,0.000977517106549364,"0.6"
"mean","50%",0.7,16.27783203125,0.83935546875,3.4873046875,9.97314453125,0.000977517106549364,"0.6"
"mean","50%",0.8,17.00537109375,0.6875,4.16748046875,9.22216796875,0.000977517106549364,"0.6"
"mean","50%",0.9,17.51904296875,0.5908203125,4.8427734375,8.54931640625,0.000977517106549364,"0.6"
"mean","50%",1,17.86083984375,0.521484375,5.482421875,8.02099609375,0.000977517106549364,"0.6"
"mean","97.5%",0.1,1.2240478515625,13.81923828125,0.0620361328125,17.180712890625,0.000977517106549364,"0.6"
"mean","97.5%",0.2,5.857421875,7.4837646484375,0.4392333984375,16.3639404296875,0.000977517106549364,"0.6"
"mean","97.5%",0.3,10.5234375,4.57314453125,1.1066650390625,15.1012451171875,0.000977517106549364,"0.6"
"mean","97.5%",0.4,13.80791015625,3.2137451171875,1.902392578125,14.0202880859375,0.000977517106549364,"0.6"
"mean","97.5%",0.5,15.9990966796875,2.4408203125,2.8776611328125,13.310302734375,0.000977517106549364,"0.6"
"mean","97.5%",0.6,17.3870849609375,1.997265625,3.9612548828125,12.888134765625,0.000977517106549364,"0.6"
"mean","97.5%",0.7,18.182958984375,1.7035888671875,4.948486328125,12.404931640625,0.000977517106549364,"0.6"
"mean","97.5%",0.8,18.6378173828125,1.475439453125,5.9369384765625,11.986474609375,0.000977517106549364,"0.6"
"mean","97.5%",0.9,18.9159912109375,1.306689453125,6.7757568359375,11.618798828125,0.000977517106549364,"0.6"
"mean","97.5%",1,19.1140869140625,1.1896728515625,7.6194580078125,11.253369140625,0.000977517106549364,"0.6"
"var","2.5%",0.1,0.197518213892962,4.9277110826002,0,7.45508435380773,0.000977517106549364,"0.6"
"var","2.5%",0.2,3.4033058979411,8.1308390418805,0.113098991744563,9.1122637587442,0.000977517106549364,"0.6"
"var","2.5%",0.3,7.42253150678916,5.48213005177786,1.09247311827957,14.5510096634821,0.000977517106549364,"0.6"
"var","2.5%",0.4,8.94257853070778,3.27521879582111,3.32625378024194,20.4863716789238,0.000977517106549364,"0.6"
"var","2.5%",0.5,9.92205286706531,1.88326080710075,6.93183443399468,24.7227570564516,0.000977517106549364,"0.6"
"var","2.5%",0.6,9.37684897742546,1.32809521627566,10.4019051321557,28.9662583814455,0.000977517106549364,"0.6"
"var","2.5%",0.7,7.91612292277615,0.9373179803962,14.3828228813462,31.6145382759042,0.000977517106549364,"0.6"
"var","2.5%",0.8,6.53072515731916,0.656637570259042,18.1112198010218,31.9163453699673,0.000977517106549364,"0.6"
"var","2.5%",0.9,5.34212829052878,0.439265640273705,21.5188653164712,30.878126312584,0.000977517106549364,"0.6"
"var","2.5%",1,4.32017897440891,0.289285233573131,24.8520561270467,29.6526138081928,0.000977517106549364,"0.6"
"var","50%",0.1,0.439282727730938,8.6759282594086,0.00340937729105572,19.8810078163184,0.000977517106549364,"0.6"
"var","50%",0.2,6.02190583379154,16.1053074214932,0.410770062011241,16.7770607091581,0.000977517106549364,"0.6"
"var","50%",0.3,13.1318034808773,14.8528450138991,2.476630277065,23.5145004734848,0.000977517106549364,"0.6"
"var","50%",0.4,18.4470756582967,11.5547209112292,6.44632772406525,31.9345789039589,0.000977517106549364,"0.6"
"var","50%",0.5,18.8011506827346,8.95319898200758,12.0904203323558,37.6659173005254,0.000977517106549364,"0.6"
"var","50%",0.6,19.1232735940555,7.2643052564455,18.1117386058162,41.4476646505376,0.000977517106549364,"0.6"
"var","50%",0.7,18.8445881445503,6.13336521719208,23.5500972744074,44.1760022414162,0.000977517106549364,"0.6"
"var","50%",0.8,17.6606927388807,5.35886237628299,29.3520207111437,45.8016131896078,0.000977517106549364,"0.6"
"var","50%",0.9,15.878814130468,4.39729531326368,34.1648161618707,46.0756411137586,0.000977517106549364,"0.6"
"var","50%",1,14.3745260378482,4.0107364598607,38.2411751397544,46.0194544041728,0.000977517106549364,"0.6"
"var","97.5%",0.1,0.914776474103433,13.2263260439577,0.060297078331195,33.8291946605037,0.000977517106549364,"0.6"
"var","97.5%",0.2,9.06959578140273,28.7348950696481,0.920389250366568,25.4984259731259,0.000977517106549364,"0.6"
"var","97.5%",0.3,20.7606614277859,27.5865828140274,4.85643316513166,33.1458329514907,0.000977517106549364,"0.6"
"var","97.5%",0.4,29.4837664144596,23.7551721298799,11.2656065522284,43.9861251040521,0.000977517106549364,"0.6"
"var","97.5%",0.5,33.2375764639846,19.5809280350761,19.218678141992,50.2012402248289,0.000977517106549364,"0.6"
"var","97.5%",0.6,33.0685709874068,17.7835517473118,27.7441028225806,54.458188113812,0.000977517106549364,"0.6"
"var","97.5%",0.7,33.2227985579713,16.3915822555825,35.339744637975,55.7815501282991,0.000977517106549364,"0.6"
"var","97.5%",0.8,31.3204899374924,14.7868784556757,41.9026553335777,57.7954335441105,0.000977517106549364,"0.6"
"var","97.5%",0.9,29.8258121792522,13.6062282349707,48.1853378161657,58.7854626787023,0.000977517106549364,"0.6"
"var","97.5%",1,28.2769351783969,12.7836348219468,52.2626702063477,59.4773372825406,0.000977517106549364,"0.6"
"mean","2.5%",0.1,0.16689453125,10.411083984375,0,9.0417236328125,0.000977517106549364,"0.7"
"mean","2.5%",0.2,3.7052490234375,3.6402099609375,0.0712158203125,9.4260009765625,0.000977517106549364,"0.7"
"mean","2.5%",0.3,7.18974609375,1.6494140625,0.364990234375,9.615869140625,0.000977517106549364,"0.7"
"mean","2.5%",0.4,10.0126953125,0.8565673828125,0.737158203125,9.888330078125,0.000977517106549364,"0.7"
"mean","2.5%",0.5,11.838427734375,0.547802734375,1.13984375,9.8798828125,0.000977517106549364,"0.7"
"mean","2.5%",0.6,12.8876953125,0.38515625,1.602392578125,10,0.000977517106549364,"0.7"
"mean","2.5%",0.7,13.6193603515625,0.2697021484375,2.0407470703125,9.4758544921875,0.000977517106549364,"0.7"
"mean","2.5%",0.8,14.103125,0.209130859375,2.4709228515625,9.0242431640625,0.000977517106549364,"0.7"
"mean","2.5%",0.9,14.3956787109375,0.1704345703125,2.8881591796875,8.5818359375,0.000977517106549364,"0.7"
"mean","2.5%",1,14.609033203125,0.13232421875,3.239794921875,8.16787109375,0.000977517106549364,"0.7"
"mean","50%",0.1,0.7060546875,11.705078125,0.0078125,12.18359375,0.000977517106549364,"0.7"
"mean","50%",0.2,4.775390625,5.5166015625,0.2353515625,12.85986328125,0.000977517106549364,"0.7"
"mean","50%",0.3,8.84619140625,3.02197265625,0.77001953125,12.552734375,0.000977517106549364,"0.7"
"mean","50%",0.4,11.79345703125,2.080078125,1.39697265625,12.08154296875,0.000977517106549364,"0.7"
"mean","50%",0.5,13.86181640625,1.6103515625,2.123046875,11.52978515625,0.000977517106549364,"0.7"
"mean","50%",0.6,15.38232421875,1.28515625,2.8232421875,11.21044921875,0.000977517106549364,"0.7"
"mean","50%",0.7,16.29443359375,1.1259765625,3.4599609375,10.85546875,0.000977517106549364,"0.7"
"mean","50%",0.8,16.8857421875,0.98046875,4.01708984375,10.49169921875,0.000977517106549364,"0.7"
"mean","50%",0.9,17.31396484375,0.865234375,4.54443359375,10.18798828125,0.000977517106549364,"0.7"
"mean","50%",1,17.6279296875,0.77490234375,4.95166015625,9.9658203125,0.000977517106549364,"0.7"
"mean","97.5%",0.1,1.2682861328125,13.5932373046875,0.0639892578125,14.05908203125,0.000977517106549364,"0.7"
"mean","97.5%",0.2,5.766552734375,6.98056640625,0.552954101562499,14.5388427734375,0.000977517106549364,"0.7"
"mean","97.5%",0.3,10.5078857421875,5.24609375,1.5402099609375,13.9945068359375,0.000977517106549364,"0.7"
"mean","97.5%",0.4,13.952392578125,4.7535888671875,2.467822265625,13.385302734375,0.000977517106549364,"0.7"
"mean","97.5%",0.5,15.9736572265625,4.39697265625,3.2602783203125,12.791552734375,0.000977517106549364,"0.7"
"mean","97.5%",0.6,17.10419921875,4.0553466796875,3.981591796875,12.418896484375,0.000977517106549364,"0.7"
"mean","97.5%",0.7,17.8197509765625,3.8022705078125,4.651171875,12.2292724609375,0.000977517106549364,"0.7"
"mean","97.5%",0.8,18.4022705078125,3.595947265625,5.0857421875,11.965771484375,0.000977517106549364,"0.7"
"mean","97.5%",0.9,18.7561279296875,3.415869140625,5.6142578125,11.8751220703125,0.000977517106549364,"0.7"
"mean","97.5%",1,18.98505859375,3.236572265625,6.0963623046875,11.796337890625,0.000977517106549364,"0.7"
"var","2.5%",0.1,0.17307627688172,5.0839768097431,0,18.0583696799777,0.000977517106549364,"0.7"
"var","2.5%",0.2,3.06160913730297,9.57275135267748,0.118195564516129,13.9069509914544,0.000977517106549364,"0.7"
"var","2.5%",0.3,7.44491960780945,7.02087638608871,1.05752108248564,18.4744944403715,0.000977517106549364,"0.7"
"var","2.5%",0.4,10.8632846865836,4.2501863630636,3.35379482355053,22.2910602051259,0.000977517106549364,"0.7"
"var","2.5%",0.5,11.9747059095873,2.55097653863484,6.27091101444129,27.2282028242989,0.000977517106549364,"0.7"
"var","2.5%",0.6,10.5202264899499,1.61236012627535,10.1308459389128,30.642318829996,0.000977517106549364,"0.7"
"var","2.5%",0.7,8.97750259652981,1.11693777492669,14.6077339120158,33.9744877819908,0.000977517106549364,"0.7"
"var","2.5%",0.8,7.879558651981,0.807561605533663,19.3329056695992,37.3464620610719,0.000977517106549364,"0.7"
"var","2.5%",0.9,6.34430760955065,0.645029936461388,23.8932362546203,40.0756167474264,0.000977517106549364,"0.7"
"var","2.5%",1,5.24865562759653,0.493245681359971,27.7001279888731,41.979888062836,0.000977517106549364,"0.7"
"var","50%",0.1,0.487328075360459,9.1899375878238,0.00775904203323558,32.0956191196237,0.000977517106549364,"0.7"
"var","50%",0.2,6.84170475546799,19.3094065974768,0.580140174425709,22.4568188500428,0.000977517106549364,"0.7"
"var","50%",0.3,15.7281371235032,18.8085622479839,3.51502837090665,26.3639031761669,0.000977517106549364,"0.7"
"var","50%",0.4,22.2719922256843,15.4290755972019,8.42945218948558,31.8458343834005,0.000977517106549364,"0.7"
"var","50%",0.5,24.838384156586,12.8924554580584,14.4905522589809,37.7460054488942,0.000977517106549364,"0.7"
"var","50%",0.6,25.5315612017351,10.9337560331134,20.835348507759,42.0835280730694,0.000977517106549364,"0.7"
"var","50%",0.7,24.8723533533419,9.50623692189027,26.3324087968903,45.9549230014357,0.000977517106549364,"0.7"
"var","50%",0.8,23.2361906616569,8.1689414940738,32.0104429183468,48.6279010493035,0.000977517106549364,"0.7"
"var","50%",0.9,21.8923447236987,6.90653829117791,37.8370820732527,51.5762873823925,0.000977517106549364,"0.7"
"var","50%",1,21.0559280112109,5.92786945182674,42.9789771772666,52.5375346522177,0.000977517106549364,"0.7"
"var","97.5%",0.1,1.06202033407411,16.322375237697,0.0746807795698923,46.1419567954622,0.000977517106549364,"0.7"
"var","97.5%",0.2,12.3661534701857,40.4984009385692,1.66296680260264,32.7180512280059,0.000977517106549364,"0.7"
"var","97.5%",0.3,30.8712648154936,51.3653527462121,8.7986927617913,35.6647158088572,0.000977517106549364,"0.7"
"var","97.5%",0.4,47.1174295166254,49.7432979222034,18.2952054886058,46.8871023109115,0.000977517106549364,"0.7"
"var","97.5%",0.5,60.1201872556207,46.7593456219834,29.2852382745677,53.2790388687149,0.000977517106549364,"0.7"
"var","97.5%",0.6,65.7113719175754,43.0503459494135,39.2376607557429,56.5207448651714,0.000977517106549364,"0.7"
"var","97.5%",0.7,67.2524358456668,39.2951821007453,48.317419254605,58.6167079056696,0.000977517106549364,"0.7"
