"cross_space","cross_run","p_obs","core_core","core_trans","trans_core","trans_trans","land_het","hp"
"var","97.5%",0.8,66.6320715105312,36.0830577145574,55.76424251493,61.1238549733092,0.000977517106549364,"0.7"
"var","97.5%",0.9,65.3744141818258,32.8832279447703,61.1393201244425,62.1657978076506,0.000977517106549364,"0.7"
"var","97.5%",1,63.9912669967696,30.0031779806635,65.021083249328,64.0164957682292,0.000977517106549364,"0.7"
"mean","2.5%",0.1,0.2162841796875,9.026123046875,0,5.2590087890625,0.000977517106549364,"0.8"
"mean","2.5%",0.2,4.386083984375,3.26728515625,0.075146484375,5.6201904296875,0.000977517106549364,"0.8"
"mean","2.5%",0.3,7.7975341796875,1.5352294921875,0.312060546875,6.1710205078125,0.000977517106549364,"0.8"
"mean","2.5%",0.4,9.9738525390625,0.8696533203125,0.6537353515625,6.854296875,0.000977517106549364,"0.8"
"mean","2.5%",0.5,11.7433349609375,0.5963134765625,1.01171875,7.6239990234375,0.000977517106549364,"0.8"
"mean","2.5%",0.6,13.280712890625,0.458935546875,1.3999755859375,8.29375,0.000977517106549364,"0.8"
"mean","2.5%",0.7,14.49150390625,0.3473876953125,1.7842041015625,8.9014404296875,0.000977517106549364,"0.8"
"mean","2.5%",0.8,15.142236328125,0.2843994140625,2.1444580078125,9.4722900390625,0.000977517106549364,"0.8"
"mean","2.5%",0.9,15.4426513671875,0.231201171875,2.4831787109375,9.862939453125,0.000977517106549364,"0.8"
"mean","2.5%",1,15.69970703125,0.1985595703125,2.7650634765625,10.1991455078125,0.000977517106549364,"0.8"
"mean","50%",0.1,0.8447265625,10.8154296875,0.0126953125,8.1806640625,0.000977517106549364,"0.8"
"mean","50%",0.2,5.5634765625,4.70703125,0.3291015625,9.189453125,0.000977517106549364,"0.8"
"mean","50%",0.3,9.578125,2.90478515625,0.88671875,9.65185546875,0.000977517106549364,"0.8"
"mean","50%",0.4,12.47509765625,2.2236328125,1.4560546875,10.0703125,0.000977517106549364,"0.8"
"mean","50%",0.5,14.412109375,1.92529296875,2.01171875,10.42822265625,0.000977517106549364,"0.8"
"mean","50%",0.6,15.61328125,1.71435546875,2.4619140625,10.658203125,0.000977517106549364,"0.8"
"mean","50%",0.7,16.38818359375,1.5546875,2.82177734375,10.88818359375,0.000977517106549364,"0.8"
"mean","50%",0.8,16.87744140625,1.47265625,3.123046875,11.05322265625,0.000977517106549364,"0.8"
"mean","50%",0.9,17.17724609375,1.37548828125,3.35693359375,11.21337890625,0.000977517106549364,"0.8"
"mean","50%",1,17.43310546875,1.31201171875,3.5439453125,11.30615234375,0.000977517106549364,"0.8"
"mean","97.5%",0.1,1.4446044921875,12.3220947265625,0.1001220703125,10.8750732421875,0.000977517106549364,"0.8"
"mean","97.5%",0.2,6.4432373046875,6.9095458984375,0.599658203125,12.1003173828125,0.000977517106549364,"0.8"
"mean","97.5%",0.3,11.2361328125,4.306884765625,1.445361328125,12.3505859375,0.000977517106549364,"0.8"
"mean","97.5%",0.4,14.50595703125,3.5448486328125,2.1348388671875,12.33232421875,0.000977517106549364,"0.8"
"mean","97.5%",0.5,16.3910888671875,3.3740966796875,2.741650390625,12.2768310546875,0.000977517106549364,"0.8"
"mean","97.5%",0.6,17.400244140625,3.333154296875,3.1890869140625,12.5823486328125,0.000977517106549364,"0.8"
"mean","97.5%",0.7,18.027978515625,3.2955078125,3.48095703125,12.690673828125,0.000977517106549364,"0.8"
"mean","97.5%",0.8,18.4665283203125,3.270263671875,3.7025634765625,12.6272216796875,0.000977517106549364,"0.8"
"mean","97.5%",0.9,18.7787109375,3.2404296875,3.86044921875,12.780859375,0.000977517106549364,"0.8"
"mean","97.5%",1,18.9891357421875,3.190673828125,4.0920654296875,12.883837890625,0.000977517106549364,"0.8"
"var","2.5%",0.1,0.221430320404142,3.88931986192571,0,22.3015328117363,0.000977517106549364,"0.8"
"var","2.5%",0.2,3.75590290505865,7.44855482114492,0.179855319831378,7.9785793927175,0.000977517106549364,"0.8"
"var","2.5%",0.3,7.774036992913,6.76081941516984,1.21591560609879,9.09500509282594,0.000977517106549364,"0.8"
"var","2.5%",0.4,9.27786906998412,4.20004792124878,3.41262400339076,14.4616287306024,0.000977517106549364,"0.8"
"var","2.5%",0.5,9.73172730327468,2.65954785538093,6.49417737735215,18.9540368163108,0.000977517106549364,"0.8"
"var","2.5%",0.6,9.96566776637341,1.82508534182551,10.6803778714565,22.7746036473607,0.000977517106549364,"0.8"
"var","2.5%",0.7,8.86635840034671,1.27587143645375,15.2578231677282,25.6672538690203,0.000977517106549364,"0.8"
"var","2.5%",0.8,8.04803370142962,0.989157554947153,19.3255070631339,28.2518878537772,0.000977517106549364,"0.8"
"var","2.5%",0.9,6.52703190390549,0.823858576948925,23.3503528225806,30.5360671355694,0.000977517106549364,"0.8"
"var","2.5%",1,5.35998308437195,0.708750567990897,27.1986314760508,32.5906441637265,0.000977517106549364,"0.8"
"var","50%",0.1,0.573484657563539,7.34551984054252,0.0125922149926686,34.834477906586,0.000977517106549364,"0.8"
"var","50%",0.2,7.67437797837243,20.1659974874756,1.02360837457234,23.2196998335166,0.000977517106549364,"0.8"
"var","50%",0.3,18.1926147818915,24.8894097858627,4.91166786947092,25.3784480388563,0.000977517106549364,"0.8"
"var","50%",0.4,26.7066408159213,21.7281805581012,11.3185364545149,27.3224388860887,0.000977517106549364,"0.8"
"var","50%",0.5,31.4596864881171,20.3045834478861,18.2675738292705,30.108775507087,0.000977517106549364,"0.8"
"var","50%",0.6,32.8944501084433,18.522558307368,25.9140835013441,33.4443493019917,0.000977517106549364,"0.8"
"var","50%",0.7,33.2129894267779,17.0628851837427,32.4062070427053,36.001841913337,0.000977517106549364,"0.8"
"var","50%",0.8,32.7319574589137,15.4180317540323,37.5217459371945,38.8732110673265,0.000977517106549364,"0.8"
"var","50%",0.9,31.6742071038001,14.1096799967925,42.5338379383553,40.4913736979167,0.000977517106549364,"0.8"
"var","50%",1,31.0724727746212,13.5923118852334,46.4105934597996,41.4511002795088,0.000977517106549364,"0.8"
"var","97.5%",0.1,1.17260832875122,13.3157569504903,0.119765152469758,47.8674499452056,0.000977517106549364,"0.8"
"var","97.5%",0.2,12.5664774636486,37.8256381544782,2.20249037756598,36.4773764214091,0.000977517106549364,"0.8"
"var","97.5%",0.3,31.7538817882072,46.3144956288566,9.61718160530456,33.765825849218,0.000977517106549364,"0.8"
"var","97.5%",0.4,46.7755691364247,45.2572723836144,20.7047670425907,40.2311728677908,0.000977517106549364,"0.8"
"var","97.5%",0.5,56.6220323191593,45.7632728494624,32.4074683643389,43.2770254841764,0.000977517106549364,"0.8"
"var","97.5%",0.6,61.2226151780532,44.8680369327728,42.9193094233031,45.5053074930887,0.000977517106549364,"0.8"
"var","97.5%",0.7,62.5839716071374,43.481777921287,50.192519392832,46.7119775438355,0.000977517106549364,"0.8"
"var","97.5%",0.8,62.688119754437,43.4890863651637,55.4864302679008,47.6415520422852,0.000977517106549364,"0.8"
"var","97.5%",0.9,62.8645760783236,42.8132361925709,58.1833642625855,48.6157426075269,0.000977517106549364,"0.8"
"var","97.5%",1,63.1060327315494,41.6027243516312,60.0792458990103,50.0883068095903,0.000977517106549364,"0.8"
"mean","2.5%",0.1,0.285302734375,7.979931640625,0,2.981103515625,0.000977517106549364,"0.9"
"mean","2.5%",0.2,4.5911376953125,2.11904296875,0.0811767578125,3.5625732421875,0.000977517106549364,"0.9"
"mean","2.5%",0.3,8.120263671875,1.339990234375,0.2906494140625,4.4423095703125,0.000977517106549364,"0.9"
"mean","2.5%",0.4,10.9202880859375,0.85830078125,0.4971435546875,5.3096435546875,0.000977517106549364,"0.9"
"mean","2.5%",0.5,12.974755859375,0.6562255859375,0.7148193359375,6.1537353515625,0.000977517106549364,"0.9"
"mean","2.5%",0.6,14.7239990234375,0.5318359375,0.9120849609375,6.9180908203125,0.000977517106549364,"0.9"
"mean","2.5%",0.7,15.9976806640625,0.4450439453125,1.087451171875,7.5717041015625,0.000977517106549364,"0.9"
"mean","2.5%",0.8,16.6802978515625,0.388525390625,1.2314453125,8.24443359375,0.000977517106549364,"0.9"
"mean","2.5%",0.9,17.091943359375,0.353369140625,1.353662109375,8.784814453125,0.000977517106549364,"0.9"
"mean","2.5%",1,17.3422607421875,0.3224853515625,1.479052734375,9.305224609375,0.000977517106549364,"0.9"
"mean","50%",0.1,0.95556640625,9.650390625,0.009765625,3.5703125,0.000977517106549364,"0.9"
"mean","50%",0.2,6.4541015625,3.3505859375,0.251953125,4.39404296875,0.000977517106549364,"0.9"
"mean","50%",0.3,10.71337890625,1.7939453125,0.603515625,5.462890625,0.000977517106549364,"0.9"
"mean","50%",0.4,13.81640625,1.58251953125,0.93017578125,6.37255859375,0.000977517106549364,"0.9"
"mean","50%",0.5,15.84375,1.5546875,1.1953125,7.2529296875,0.000977517106549364,"0.9"
"mean","50%",0.6,16.87353515625,1.5498046875,1.419921875,8.05908203125,0.000977517106549364,"0.9"
"mean","50%",0.7,17.45361328125,1.53369140625,1.5830078125,8.81103515625,0.000977517106549364,"0.9"
"mean","50%",0.8,17.7333984375,1.53466796875,1.70751953125,9.4521484375,0.000977517106549364,"0.9"
"mean","50%",0.9,17.88671875,1.52001953125,1.81298828125,10.03173828125,0.000977517106549364,"0.9"
"mean","50%",1,17.9404296875,1.5,1.87841796875,10.53857421875,0.000977517106549364,"0.9"
"mean","97.5%",0.1,1.9294189453125,12.047021484375,0.0864501953125,5.886572265625,0.000977517106549364,"0.9"
"mean","97.5%",0.2,7.362744140625,5.62919921875,0.426806640625,7.4174072265625,0.000977517106549364,"0.9"
"mean","97.5%",0.3,12.6279052734375,2.9976806640625,0.9567138671875,8.286962890625,0.000977517106549364,"0.9"
"mean","97.5%",0.4,15.6253662109375,2.0923583984375,1.3794189453125,9.13193359375,0.000977517106549364,"0.9"
"mean","97.5%",0.5,17.1193603515625,1.8544921875,1.651513671875,9.8181640625,0.000977517106549364,"0.9"
"mean","97.5%",0.6,17.8322509765625,1.7632080078125,1.802197265625,10.5300537109375,0.000977517106549364,"0.9"
"mean","97.5%",0.7,18.3155029296875,1.68271484375,1.9,11.012548828125,0.000977517106549364,"0.9"
"mean","97.5%",0.8,18.67744140625,1.6802001953125,1.9518310546875,11.497802734375,0.000977517106549364,"0.9"
"mean","97.5%",0.9,18.891552734375,1.67587890625,1.98544921875,11.870751953125,0.000977517106549364,"0.9"
"mean","97.5%",1,19.037109375,1.6620849609375,2.010791015625,12.219921875,0.000977517106549364,"0.9"
"var","2.5%",0.1,0.222821110551075,2.60571522941105,0,12.6115127220415,0.000977517106549364,"0.9"
"var","2.5%",0.2,3.24425443796585,6.29238376710655,0.188373822970125,3.52496489434415,0.000977517106549364,"0.9"
"var","2.5%",0.3,7.79864682135111,8.1682788300724,1.17150616389449,5.14838041452835,0.000977517106549364,"0.9"
"var","2.5%",0.4,10.9776530663872,6.03380154398063,2.94470248254979,7.12110339152615,0.000977517106549364,"0.9"
"var","2.5%",0.5,12.1660683431467,4.15537789532166,5.56913325066441,9.17679516148124,0.000977517106549364,"0.9"
"var","2.5%",0.6,11.963981167522,2.92502291055718,8.24491232893451,10.689815469781,0.000977517106549364,"0.9"
"var","2.5%",0.7,11.843097884401,2.20090993096285,11.2086784236009,12.2295283670882,0.000977517106549364,"0.9"
"var","2.5%",0.8,10.2797453491569,1.74210645390396,13.8996708516618,13.6039696358749,0.000977517106549364,"0.9"
"var","2.5%",0.9,8.71968245967742,1.48882654512616,16.5722491103067,14.7437553457967,0.000977517106549364,"0.9"
"var","2.5%",1,7.49341567292125,1.31583902278837,19.1601257980511,15.8145382043087,0.000977517106549364,"0.9"
"var","50%",0.1,0.541333986284213,3.70561270466764,0.0101947206439394,18.5205841810239,0.000977517106549364,"0.9"
"var","50%",0.2,6.17334652599585,12.2500906876222,0.840532498625367,7.72073367240958,0.000977517106549364,"0.9"
"var","50%",0.3,14.5430222079668,16.9801050449047,4.30319019962732,9.04724681925098,0.000977517106549364,"0.9"
"var","50%",0.4,22.0657356388991,19.562315760936,9.12708008767106,11.8091526721347,0.000977517106549364,"0.9"
"var","50%",0.5,28.4308993730144,20.7884758942754,14.1569177472813,14.1551001764113,0.000977517106549364,"0.9"
"var","50%",0.6,31.8842305680291,21.4450790986987,19.0542397895283,15.6969687423631,0.000977517106549364,"0.9"
"var","50%",0.7,33.6397190783847,21.138444201338,23.396744982588,17.3126890120968,0.000977517106549364,"0.9"
"var","50%",0.8,34.7862096583272,21.1997700352823,26.539024315738,18.5010820465237,0.000977517106549364,"0.9"
"var","50%",0.9,35.0295579598912,20.9653835800037,29.8031806535618,19.4650093742363,0.000977517106549364,"0.9"
"var","50%",1,35.1269660121884,20.5571847507331,31.5841991614736,20.2797106969391,0.000977517106549364,"0.9"
"var","97.5%",0.1,1.06218347633339,7.79797444422807,0.100717028844391,30.9709009910725,0.000977517106549364,"0.9"
"var","97.5%",0.2,8.56150360554893,21.4923280896796,1.89754539631446,24.9371456500489,0.000977517106549364,"0.9"
"var","97.5%",0.3,20.7743779783724,24.8260156775034,8.86664642900782,24.5373183383737,0.000977517106549364,"0.9"
"var","97.5%",0.4,29.2044939057918,25.2842126452911,17.3992287495036,26.517649696626,0.000977517106549364,"0.9"
"var","97.5%",0.5,33.8538321725318,25.6810973345476,24.9675032838465,27.9382657137784,0.000977517106549364,"0.9"
"var","97.5%",0.6,35.3594259759897,25.8212490883507,29.6371516640701,28.0371158663245,0.000977517106549364,"0.9"
"var","97.5%",0.7,35.9474279797089,25.371962895398,32.5296646610383,28.316734634653,0.000977517106549364,"0.9"
"var","97.5%",0.8,36.0337522146872,25.3722367004216,34.248055180077,28.1840256378681,0.000977517106549364,"0.9"
"var","97.5%",0.9,36.0749994988316,25.1027187433177,35.3311136821847,27.8683778227716,0.000977517106549364,"0.9"
"var","97.5%",1,36.1173627657625,24.9482381542873,35.7826961334616,27.8995713577942,0.000977517106549364,"0.9"
"mean","2.5%",0.1,0.344921875,8.0122314453125,0,1.21572265625,0.000977517106549364,"1"
"mean","2.5%",0.2,5.9417724609375,0.713818359375,0.001953125,2.3234375,0.000977517106549364,"1"
"mean","2.5%",0.3,9.8361572265625,0.05390625,0.005859375,3.3086669921875,0.000977517106549364,"1"
"mean","2.5%",0.4,13.091259765625,0.012744140625,0.0078125,4.2768798828125,0.000977517106549364,"1"
"mean","2.5%",0.5,15.5985107421875,0.009765625,0.01171875,4.983056640625,0.000977517106549364,"1"
"mean","2.5%",0.6,16.94169921875,0.0087890625,0.0126953125,5.8468994140625,0.000977517106549364,"1"
"mean","2.5%",0.7,17.908740234375,0.0087890625,0.0146484375,6.4809814453125,0.000977517106549364,"1"
"mean","2.5%",0.8,18.5598388671875,0.0087890625,0.0146728515625,7.08681640625,0.000977517106549364,"1"
"mean","2.5%",0.9,18.8980712890625,0.0087890625,0.0156494140625,7.7048095703125,0.000977517106549364,"1"
"mean","2.5%",1,19.2505615234375,0.0088134765625,0.017578125,8.26962890625,0.000977517106549364,"1"
"mean","50%",0.1,1.177734375,9.7939453125,0,1.4794921875,0.000977517106549364,"1"
"mean","50%",0.2,6.876953125,2.0478515625,0.0048828125,2.77685546875,0.000977517106549364,"1"
"mean","50%",0.3,11.7548828125,0.310546875,0.0087890625,3.91796875,0.000977517106549364,"1"
"mean","50%",0.4,15.3291015625,0.0556640625,0.0126953125,4.94677734375,0.000977517106549364,"1"
"mean","50%",0.5,17.74267578125,0.01806640625,0.015625,5.86572265625,0.000977517106549364,"1"
"mean","50%",0.6,18.9833984375,0.0126953125,0.017578125,6.673828125,0.000977517106549364,"1"
"mean","50%",0.7,19.51513671875,0.0126953125,0.0185546875,7.41796875,0.000977517106549364,"1"
"mean","50%",0.8,19.78369140625,0.01220703125,0.01953125,8.1416015625,0.000977517106549364,"1"
"mean","50%",0.9,19.8857421875,0.01220703125,0.01953125,8.75,0.000977517106549364,"1"
"mean","50%",1,19.93408203125,0.0126953125,0.01953125,9.32958984375,0.000977517106549364,"1"
"mean","97.5%",0.1,1.9373779296875,11.29189453125,0.001953125,1.7310546875,0.000977517106549364,"1"
"mean","97.5%",0.2,8.2761474609375,3.957666015625,0.0077880859375,3.147705078125,0.000977517106549364,"1"
"mean","97.5%",0.3,13.8424560546875,1.5385009765625,0.013671875,4.4578857421875,0.000977517106549364,"1"
"mean","97.5%",0.4,17.758251953125,0.65537109375,0.0165771484375,5.580908203125,0.000977517106549364,"1"
"mean","97.5%",0.5,19.29267578125,0.266748046875,0.0195068359375,6.61025390625,0.000977517106549364,"1"
"mean","97.5%",0.6,19.75390625,0.1081787109375,0.01953125,7.5380126953125,0.000977517106549364,"1"
"mean","97.5%",0.7,19.9149169921875,0.045849609375,0.01953125,8.3543212890625,0.000977517106549364,"1"
"mean","97.5%",0.8,19.9558349609375,0.0292724609375,0.01953125,9.0116943359375,0.000977517106549364,"1"
"mean","97.5%",0.9,19.96962890625,0.0205078125,0.01953125,9.6439208984375,0.000977517106549364,"1"
"mean","97.5%",1,19.97841796875,0.0185302734375,0.01953125,10.2748046875,0.000977517106549364,"1"
"var","2.5%",0.1,0.160482844765701,1.74700072168255,0,1.26722437167797,0.000977517106549364,"1"
"var","2.5%",0.2,1.27775048398552,0.813147700543744,0.00390625,2.11325394825269,0.000977517106549364,"1"
"var","2.5%",0.3,1.4283724340176,0.129126000427664,0.03515625,2.59020860062317,0.000977517106549364,"1"
"var","2.5%",0.4,1.33083534278012,0.0694292980205279,0.0625,3.15621728086052,0.000977517106549364,"1"
"var","2.5%",0.5,1.12842398277126,0.053767664994196,0.140625,3.60452082569648,0.000977517106549364,"1"
"var","2.5%",0.6,0.661323924731183,0.0509889723851417,0.1650390625,3.79813536702713,0.000977517106549364,"1"
"var","2.5%",0.7,0.472953299692998,0.0770018099340176,0.2197265625,4.0490402147101,0.000977517106549364,"1"
"var","2.5%",0.8,0.417989488827285,0.0655914217146261,0.2204833984375,4.14949455969728,0.000977517106549364,"1"
"var","2.5%",0.9,0.401031356915934,0.0791015625,0.2508056640625,4.181818301144,0.000977517106549364,"1"
"var","2.5%",1,0.39259301686217,0.0791255469895528,0.31640625,4.23898773044202,0.000977517106549364,"1"
"var","50%",0.1,0.445503421309873,2.2473304427847,0,1.49809221881109,0.000977517106549364,"1"
"var","50%",0.2,1.700461170424,1.54550323038856,0.0244140625,2.33870872281281,0.000977517106549364,"1"
"var","50%",0.3,2.00538541284824,0.374540834249756,0.0791015625,3.1123801014174,0.000977517106549364,"1"
"var","50%",0.4,2.2617545477456,0.15593497983871,0.1650390625,3.61980073542889,0.000977517106549364,"1"
"var","50%",0.5,1.82910394901637,0.118641843077957,0.25,3.9999226768695,0.000977517106549364,"1"
"var","50%",0.6,1.25891554786779,0.119119623655914,0.31640625,4.24827216214565,0.000977517106549364,"1"
"var","50%",0.7,0.803532426075269,0.135859604105572,0.3525390625,4.40848282471896,0.000977517106549364,"1"
"var","50%",0.8,0.603127577437683,0.140625,0.390625,4.52411479334677,0.000977517106549364,"1"
"var","50%",0.9,0.494921015854106,0.140625,0.390625,4.51817714060973,0.000977517106549364,"1"
"var","50%",1,0.442864411504154,0.1650390625,0.390625,4.58633270711144,0.000977517106549364,"1"
"var","97.5%",0.1,0.935987831630315,3.23146700593383,0.00390625,1.72915626145528,0.000977517106549364,"1"
"var","97.5%",0.2,2.56861692784702,1.96999802873748,0.0621337890625,2.61370874667797,0.000977517106549364,"1"
"var","97.5%",0.3,3.2199547134653,1.02808910679374,0.19140625,3.5273049929741,0.000977517106549364,"1"
"var","97.5%",0.4,2.68262005131965,0.529670197756293,0.2814208984375,4.11737078445748,0.000977517106549364,"1"
"var","97.5%",0.5,2.40038642473118,0.359475424608993,0.3896728515625,4.48372388673784,0.000977517106549364,"1"
"var","97.5%",0.6,1.88398435113484,0.269170862162451,0.390625,4.67644486860796,0.000977517106549364,"1"
"var","97.5%",0.7,1.45601848404662,0.227074169110459,0.390625,4.84906152630132,0.000977517106549364,"1"
"var","97.5%",0.8,1.18875394729808,0.25,0.390625,5.10223979334677,0.000977517106549364,"1"
"var","97.5%",0.9,1.00047455878085,0.25,0.390625,5.10639758217253,0.000977517106549364,"1"
"var","97.5%",1,0.843911519428153,0.281468151461694,0.390625,5.07044841210747,0.000977517106549364,"1"
